S,Brand,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1885,Mahindra,Mahindra XUV500 AT,Mumbai,2016,41000,Diesel,Automatic,First,16.0,2179,140.0,7,13.75
1886,Honda,Honda City i,Kochi,2017,39430,Petrol,Automatic,First,18.0,1497,117.3,5,8.29
1887,Maruti,Maruti Swift VDI,Coimbatore,2014,83274,Diesel,Manual,First,22.9,1248,74.0,5,5.79
1888,Mercedes-Benz,Mercedes-Benz New C-Class,Coimbatore,2017,32324,Diesel,Automatic,First,14.84,2143,170.0,5,30.5
1889,Honda,Honda City 1.5,Mumbai,2011,49999,Petrol,Manual,First,17.0,1497,118.0,5,3.8
1890,Tata,Tata Sumo EX,Bangalore,2014,66000,Diesel,Manual,First,15.3,2956,83.8,7,4.45
1891,Hyundai,Hyundai i20 Magna,Delhi,2012,54000,Petrol,Manual,First,18.5,1197,82.85,5,3.3
1892,Fiat,Fiat Linea 1.3,Jaipur,2009,80000,Diesel,Manual,Second,20.4,1248,91.2,5,1.75
1893,Honda,Honda Civic 2006-2010,Bangalore,2011,72000,Petrol,Automatic,Second,12.9,1799,130.0,5,5.5
1894,Hyundai,Hyundai Creta 1.6,Pune,2017,44865,Diesel,Manual,First,19.67,1582,126.2,5,13.35
1895,Audi,Audi A3 35,Delhi,2017,22000,Diesel,Automatic,Second,20.38,1968,143.0,5,22.5
1896,Hyundai,Hyundai Verna VTVT,Delhi,2013,57478,Petrol,Manual,Second,17.0,1591,121.3,5,5.25
1897,Hyundai,Hyundai i20 1.4,Hyderabad,2011,75000,Diesel,Manual,First,21.9,1396,90.0,5,3.75
1898,Honda,Honda Mobilio S,Kochi,2015,50624,Diesel,Manual,First,24.2,1498,98.6,7,6.32
1899,Hyundai,Hyundai Verna 1.6,Bangalore,2018,75000,Diesel,Automatic,First,22.32,1582,126.32,5,7.75
1900,Ford,Ford Fiesta 1.6,Chennai,2006,87000,Petrol,Manual,Second,15.3,1596,101.0,5,1.37
1901,Hyundai,Hyundai i10 Sportz,Mumbai,2010,62000,Petrol,Manual,First,20.36,1197,78.9,5,2.1
1902,Maruti,Maruti Vitara Brezza,Hyderabad,2016,41372,Diesel,Manual,First,24.3,1248,88.5,5,9.3
1903,Toyota,Toyota Innova 2.5,Ahmedabad,2015,70000,Diesel,Manual,First,12.99,2494,100.6,7,12.0
1904,Mercedes-Benz,Mercedes-Benz GLA Class,Pune,2017,35000,Diesel,Automatic,First,17.9,2143,136.0,5,23.5
1905,Maruti,Maruti Alto LXi,Hyderabad,2006,71993,Petrol,Manual,First,19.7,796,46.3,5,1.8
1906,Mercedes-Benz,Mercedes-Benz New C-Class,Chennai,2013,62000,Diesel,Automatic,Second,14.84,2143,170.0,5,12.5
1907,Maruti,Maruti Swift LDI,Delhi,2015,51000,Diesel,Manual,First,22.9,1248,74.0,5,4.74
1908,Hyundai,Hyundai Grand i10,Kochi,2016,26038,Petrol,Manual,First,18.9,1197,82.0,5,5.43
1909,Toyota,Toyota Fortuner 4x4,Kochi,2018,37713,Diesel,Automatic,Second,12.55,2982,168.5,7,31.62
1910,Toyota,Toyota Innova 2.0,Kolkata,2011,78088,Petrol,Manual,First,12.4,1998,132.0,8,6.3
1911,Ford,Ford EcoSport 1.5,Kochi,2017,30453,Diesel,Manual,First,22.77,1498,98.59,5,8.45
1912,Ford,Ford Figo 1.2P,Pune,2016,54000,Petrol,Manual,First,18.16,1196,86.8,5,5.0
1913,Toyota,Toyota Fortuner 3.0,Chennai,2011,190000,Diesel,Manual,First,11.5,2982,171.0,7,13.0
1914,Maruti,Maruti Swift Dzire,Hyderabad,2012,65097,Petrol,Manual,First,19.1,1197,85.8,5,4.7
1915,BMW,BMW 7 Series,Coimbatore,2018,28060,Petrol,Automatic,First,12.05,2979,320.0,5,93.67
1916,Skoda,Skoda Superb 1.8,Pune,2012,282000,Petrol,Manual,First,13.14,1798,160.0,5,3.3
1917,Maruti,Maruti Wagon R,Jaipur,2009,111000,Petrol,Manual,Second,18.9,1061,67.0,5,1.51
1918,Renault,Renault Duster 110PS,Kochi,2013,63295,Diesel,Manual,First,19.01,1461,108.45,5,6.09
1919,Maruti,Maruti Ciaz VXi,Mumbai,2015,35770,Petrol,Manual,First,20.73,1373,91.1,5,5.95
1920,Hyundai,Hyundai Elantra CRDi,Hyderabad,2012,125928,Diesel,Manual,First,22.7,1582,126.24,5,9.0
1921,Skoda,Skoda Rapid 1.5,Kolkata,2015,45000,Diesel,Automatic,First,21.66,1498,103.52,5,4.25
1922,Mercedes-Benz,Mercedes-Benz New C-Class,Hyderabad,2013,21000,Diesel,Automatic,First,14.84,2143,170.0,5,23.5
1923,Honda,Honda Accord 2.4,Mumbai,2011,54774,Petrol,Automatic,First,11.7,2354,177.6,5,6.35
1924,Maruti,Maruti Celerio VXI,Chennai,2014,41123,Petrol,Manual,First,23.1,998,67.04,5,3.4
1925,BMW,BMW 7 Series,Bangalore,2017,17465,Petrol,Automatic,First,12.05,2979,320.0,5,93.0
1926,BMW,BMW 3 Series,Chennai,2014,48000,Diesel,Automatic,First,22.69,1995,190.0,5,21.6
1927,Volkswagen,Volkswagen Vento ,Chennai,2011,173000,Diesel,Manual,First,20.54,1598,103.6,5,4.0
1928,Maruti,Maruti Swift Dzire,Pune,2018,12000,Diesel,Manual,First,23.4,1248,74.0,5,5.5
1929,Land,Land Rover Freelander,Mumbai,2012,34000,Diesel,Automatic,First,12.39,2179,147.51,5,19.25
1930,Hyundai,Hyundai i20 1.4,Hyderabad,2012,71360,Diesel,Manual,First,21.9,1396,90.0,5,3.95
1931,Maruti,Maruti Dzire VDI,Mumbai,2012,74000,Diesel,Manual,Second,28.4,1248,73.75,5,4.25
1932,Jeep,Jeep Compass 2.0,Kochi,2018,28937,Diesel,Manual,First,17.1,1956,170.0,5,17.02
1933,Maruti,Maruti Ertiga VDI,Hyderabad,2012,82085,Diesel,Manual,First,20.77,1248,88.76,7,6.5
1934,Ford,Ford Figo ,Bangalore,2011,68465,Petrol,Manual,First,15.6,1196,70.0,5,2.95
1935,Toyota,Toyota Corolla Altis,Coimbatore,2013,63854,Diesel,Manual,First,21.43,1364,86.79,5,7.12
1936,Maruti,Maruti Vitara Brezza,Chennai,2018,3000,Diesel,Automatic,First,24.3,1248,88.5,5,11.25
1937,Honda,Honda City 1.5,Delhi,2009,65055,Petrol,Manual,First,17.0,1497,118.0,5,2.75
1938,Mahindra,Mahindra Scorpio S10,Hyderabad,2015,120000,Diesel,Manual,First,15.4,2179,120.0,7,12.0
1939,Hyundai,Hyundai Xcent 1.2,Mumbai,2014,64241,Petrol,Manual,First,20.14,1197,81.86,5,3.67
1940,Mahindra,Mahindra Renault Logan,Pune,2008,2200,Petrol,Manual,First,15.7,1390,75.0,5,2.3
1941,Skoda,Skoda Octavia 1.9,Pune,2008,88123,Diesel,Manual,First,18.7,1896,66.0,5,2.2
1942,Mercedes-Benz,Mercedes-Benz GL-Class 2007,Pune,2014,79000,Diesel,Automatic,First,12.0,2987,224.0,7,41.0
1943,BMW,BMW X1 sDrive,Bangalore,2016,28143,Diesel,Automatic,First,20.68,1995,190.0,5,28.5
1944,Volkswagen,Volkswagen Vento 2013-2015,Mumbai,2015,23001,Petrol,Manual,First,15.04,1598,103.2,5,5.49
1945,Audi,Audi A4 2.0,Ahmedabad,2013,82002,Diesel,Automatic,Second,16.55,1968,147.51,5,17.5
1946,Ford,Ford Ikon 1.4,Bangalore,2009,75000,Diesel,Manual,First,13.8,1399,68.0,5,1.99
1947,Hyundai,Hyundai Verna 1.6,Kochi,2016,37451,Diesel,Manual,First,22.32,1582,126.3,5,6.64
1948,Toyota,Toyota Innova Crysta,Hyderabad,2017,67000,Diesel,Manual,First,13.68,2393,147.8,7,16.5
1949,Hyundai,Hyundai Grand i10,Pune,2016,25000,Petrol,Manual,First,18.9,1197,82.0,5,5.0
1950,Volkswagen,Volkswagen Ameo 1.2,Mumbai,2017,12000,Petrol,Manual,First,17.0,1198,73.75,5,5.4
1951,Renault,Renault KWID RXT,Kolkata,2017,25000,Petrol,Manual,First,25.17,799,53.3,5,2.99
1952,Honda,Honda City 1.5,Jaipur,2011,95936,Petrol,Manual,First,17.0,1497,118.0,5,4.1
1953,Hyundai,Hyundai Grand i10,Kochi,2018,5354,Petrol,Automatic,First,18.9,1197,81.86,5,6.76
1954,Volkswagen,Volkswagen Polo 1.0,Chennai,2016,42000,Petrol,Manual,Second,18.78,999,75.0,5,5.5
1955,Maruti,Maruti Swift VDI,Coimbatore,2014,44282,Diesel,Manual,First,25.2,1248,74.0,5,5.99
1956,Nissan,Nissan Sunny 2011-2014,Delhi,2012,70000,Diesel,Manual,First,21.64,1461,84.8,5,2.59
1957,Jaguar,Jaguar XF 2.2,Mumbai,2013,31400,Diesel,Automatic,First,16.36,2179,187.7,5,26.75
1958,Maruti,Maruti Ciaz ZDi,Pune,2016,50000,Diesel,Manual,First,28.09,1248,88.5,5,8.5
1959,Audi,Audi Q5 2008-2012,Bangalore,2011,53000,Diesel,Automatic,First,12.8,1968,167.6,5,23.0
1960,Ford,Ford Figo ,Pune,2014,21727,Petrol,Manual,First,15.6,1196,70.02,5,3.35
1961,Hyundai,Hyundai Santa Fe,Bangalore,2012,43000,Diesel,Automatic,Second,11.72,2199,194.3,7,10.75
1962,Mahindra,Mahindra Scorpio VLX,Kolkata,2013,75000,Diesel,Manual,First,12.05,2179,120.0,8,6.29
1963,Renault,Renault Duster 110PS,Bangalore,2014,73557,Diesel,Manual,First,19.6,1461,108.45,5,7.75
1964,Audi,Audi A4 New,Delhi,2012,44555,Diesel,Automatic,First,15.2,1968,140.8,5,13.5
1965,Maruti,Maruti Eeco 7,Coimbatore,2013,54885,Petrol,Manual,First,15.1,1196,73.0,7,3.75
1966,Mahindra,Mahindra Xylo E4,Mumbai,2011,76000,Diesel,Manual,Second,14.0,2498,112.0,7,3.75
1967,Maruti,Maruti Wagon R,Jaipur,2006,101000,Petrol,Manual,Second,18.9,998,67.1,5,1.5
1968,Maruti,Maruti Wagon R,Chennai,2005,66000,Petrol,Manual,First,14.0,1061,64.0,5,1.45
1969,Maruti,Maruti SX4 ZXI,Coimbatore,2013,84360,Petrol,Manual,First,15.5,1586,103.3,5,4.12
1970,Toyota,Toyota Innova Crysta,Mumbai,2016,25121,Diesel,Manual,First,13.68,2393,147.8,7,17.11
1971,Toyota,Toyota Innova 2.5,Pune,2015,100000,Diesel,Manual,Second,12.99,2494,100.6,7,10.25
1972,Volkswagen,Volkswagen Polo ,Kolkata,2011,66035,Diesel,Manual,First,22.07,1199,73.9,5,2.49
1973,Toyota,Toyota Etios G,Pune,2015,190000,Petrol,Manual,Second,16.78,1496,88.73,5,3.85
1974,Ford,Ford Ecosport 1.5,Hyderabad,2014,85670,Diesel,Manual,First,22.7,1498,89.84,5,6.25
1975,Hyundai,Hyundai Grand i10,Hyderabad,2015,35000,Diesel,Manual,First,24.0,1120,70.0,5,4.88
1976,Honda,Honda City i,Mumbai,2016,8000,Petrol,Automatic,First,18.0,1497,117.3,5,9.45
1977,Toyota,Toyota Innova 2.5,Hyderabad,2007,162000,Diesel,Manual,Second,12.8,2494,102.0,8,4.8
1978,Hyundai,Hyundai EON Era,Kolkata,2012,60000,Petrol,Manual,First,21.1,814,55.2,5,1.99
1979,Hyundai,Hyundai i10 Magna,Hyderabad,2010,70600,Petrol,Manual,First,20.36,1197,78.9,5,2.8
1980,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,Bangalore,2011,25000,Petrol,Automatic,Second,12.3,1796,185.0,5,22.0
1981,Mahindra,Mahindra Bolero SLE,Hyderabad,2012,75000,Diesel,Manual,First,15.96,2523,62.1,7,4.3
1982,Skoda,Skoda Laura Ambition,Coimbatore,2014,85071,Diesel,Automatic,First,20.0,1968,138.1,5,9.75
1983,Maruti,Maruti Swift ZXI,Ahmedabad,2015,40000,Petrol,Manual,First,20.4,1197,81.8,5,5.9
1984,Audi,Audi A4 2.0,Delhi,2013,67000,Diesel,Automatic,First,16.55,1968,147.51,5,14.5
1985,Ford,Ford Fiesta 1.4,Hyderabad,2009,55000,Diesel,Manual,Second,17.8,1399,68.0,5,2.4
1986,Maruti,Maruti SX4 Vxi,Mumbai,2008,62000,Petrol,Manual,Second,15.0,1586,104.68,5,2.11
1987,Hyundai,Hyundai Grand i10,Coimbatore,2017,22526,Petrol,Automatic,First,18.9,1197,82.0,5,7.6
1988,Maruti,Maruti Ritz AT,Hyderabad,2012,57788,Petrol,Automatic,First,17.16,1197,85.8,5,3.6
1989,Mahindra,Mahindra Scorpio 2.6,Jaipur,2013,72000,Diesel,Manual,First,10.5,2179,120.0,8,6.0
1990,Mahindra,Mahindra Scorpio S4,Mumbai,2014,83128,Diesel,Manual,First,15.4,2179,120.0,7,7.45
1991,Maruti,Maruti Alto LXi,Chennai,2011,75000,Petrol,Manual,First,19.7,796,46.3,5,2.1
1992,Renault,Renault Duster 110PS,Ahmedabad,2013,58000,Diesel,Manual,Second,19.01,1461,108.45,5,5.2
1993,Maruti,Maruti Ignis 1.2,Mumbai,2017,1000,Petrol,Manual,First,20.89,1197,81.8,5,6.36
1994,Toyota,Toyota Innova 2.5,Kochi,2015,59751,Diesel,Manual,First,12.99,2494,100.6,7,11.62
1995,BMW,BMW 7 Series,Kochi,2015,29966,Diesel,Automatic,Second,16.77,2993,261.49,5,43.6
1996,Hyundai,Hyundai Sonata Embera,Kolkata,2009,65000,Diesel,Manual,Second,13.6,1991,142.0,5,4.9
1997,Renault,Renault Duster Adventure,Kochi,2015,75863,Diesel,Manual,First,19.01,1461,108.45,5,6.7
1998,Maruti,Maruti Wagon R,Mumbai,2013,54000,CNG,Manual,First,33.54,998,67.04,5,3.05
1999,Audi,Audi A4 2.0,Bangalore,2014,24000,Diesel,Automatic,First,17.11,1968,174.33,5,25.0
2000,Jeep,Jeep Compass 2.0,Coimbatore,2018,33218,Diesel,Manual,First,17.1,1956,170.0,5,19.05
2001,Hyundai,Hyundai Verna 1.4,Kolkata,2015,33425,Petrol,Manual,First,17.43,1396,105.5,5,4.5
2002,Honda,Honda Amaze VX,Pune,2013,47000,Petrol,Manual,First,18.0,1198,86.7,5,4.15
2003,Hyundai,Hyundai Creta 1.6,Chennai,2015,41000,Diesel,Manual,First,19.67,1582,126.2,5,11.9
2004,Hyundai,Hyundai i10 Magna,Delhi,2011,62000,Petrol,Manual,First,19.81,1086,68.05,5,2.1
2005,Mahindra,Mahindra TUV 300,Delhi,2016,47035,Diesel,Manual,First,18.49,1493,100.0,7,6.95
2006,Maruti,Maruti Swift Dzire,Pune,2008,56230,Petrol,Manual,Second,17.5,1298,85.8,5,2.4
2007,Hyundai,Hyundai Accent GLE,Chennai,2007,55000,Petrol,Manual,First,13.2,1495,94.0,5,2.65
2008,Mahindra,Mahindra XUV500 W8,Jaipur,2014,70669,Diesel,Manual,First,15.1,2179,140.0,7,9.0
2009,Maruti,Maruti Alto K10,Pune,2012,69000,Petrol,Manual,First,20.92,998,67.1,5,2.1
2010,Chevrolet,Chevrolet Beat LT,Pune,2011,65000,Petrol,Manual,Second,18.6,1199,79.4,5,2.5
2011,Audi,Audi A6 2.7,Mumbai,2009,30000,Diesel,Automatic,First,12.4,2698,179.5,5,8.95
2012,Mini,Mini Cooper 5,Hyderabad,2017,2000,Diesel,Automatic,First,20.7,1496,113.98,5,34.0
2013,Tata,Tata Zest Revotron,Chennai,2015,40000,Petrol,Manual,First,17.57,1193,88.7,5,4.0
2014,Honda,Honda City i,Kolkata,2014,40000,Diesel,Manual,First,26.0,1498,98.6,5,4.45
2015,Chevrolet,Chevrolet Beat LT,Jaipur,2010,26000,Petrol,Manual,First,18.6,1199,79.4,5,1.5
2016,Audi,Audi A4 2.0,Jaipur,2011,105000,Diesel,Automatic,Second,16.55,1968,140.0,5,14.5
2017,Ford,Ford Aspire Titanium,Kolkata,2015,2800,Diesel,Manual,First,26.1,1498,99.0,5,8.41
2018,Hyundai,Hyundai Verna SX,Mumbai,2014,71000,Diesel,Automatic,Second,19.08,1582,126.32,5,5.45
2019,Honda,Honda City i,Mumbai,2015,32896,Petrol,Automatic,First,18.0,1497,117.3,5,8.9
2020,Hyundai,Hyundai i10 Sportz,Hyderabad,2012,45000,Petrol,Manual,First,20.36,1197,78.9,5,3.65
2021,BMW,BMW X3 xDrive20d,Bangalore,2015,65000,Diesel,Automatic,Second,18.56,1995,190.0,5,29.0
2022,Audi,Audi A4 2.0,Mumbai,2013,45200,Diesel,Automatic,First,16.55,1968,147.51,5,13.5
2023,Honda,Honda CR-V 2.4,Hyderabad,2008,82167,Petrol,Automatic,First,10.1,2354,152.0,5,5.4
2024,Hyundai,Hyundai Grand i10,Coimbatore,2016,37429,Petrol,Manual,First,18.9,1197,81.86,5,5.89
2025,Maruti,Maruti Ciaz ZDi,Hyderabad,2016,46000,Diesel,Manual,First,28.09,1248,88.5,5,8.45
2026,Honda,Honda City i-VTEC,Delhi,2011,67031,Petrol,Manual,First,17.4,1497,117.3,5,4.0
2027,BMW,BMW 6 Series,Mumbai,2013,30000,Diesel,Automatic,First,9.52,2993,313.0,4,45.0
2028,Maruti,Maruti Celerio VXI,Mumbai,2016,47691,Petrol,Automatic,First,23.1,998,67.04,5,3.94
2029,Renault,Renault Koleos 2.0,Jaipur,2011,32531,Diesel,Automatic,Second,13.73,1995,148.0,5,8.0
2030,Ford,Ford Figo ,Hyderabad,2013,71336,Diesel,Manual,First,20.0,1399,68.0,5,4.1
2031,Toyota,Toyota Innova 2.5,Chennai,2006,196000,Diesel,Manual,First,12.8,2494,102.0,7,6.25
2032,Maruti,Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,First,28.4,1248,73.75,5,5.25
2033,Mercedes-Benz,Mercedes-Benz SLC 43,Coimbatore,2019,2526,Petrol,Automatic,First,19.0,2996,362.07,2,83.96
2034,Mercedes-Benz,Mercedes-Benz E-Class E,Hyderabad,2013,85000,Diesel,Automatic,First,16.1,1950,194.0,5,21.0
2035,Hyundai,Hyundai Grand i10,Ahmedabad,2015,20780,Petrol,Manual,First,18.9,1197,81.86,5,4.3
2036,Honda,Honda Mobilio S,Mumbai,2014,43081,Petrol,Manual,First,17.3,1497,117.3,7,5.25
2037,Porsche,Porsche Cayenne Turbo,Mumbai,2010,35000,Petrol,Automatic,Second,11.9,4806,550.0,5,32.0
2038,Mahindra,Mahindra Quanto C8,Kolkata,2013,36000,Diesel,Manual,First,17.21,1493,100.0,7,3.9
2039,Toyota,Toyota Corolla H5,Mumbai,2007,67000,Petrol,Manual,Third,13.4,1794,125.0,5,2.2
2040,Mahindra,Mahindra KUV 100,Mumbai,2016,34079,Diesel,Manual,First,25.32,1198,77.0,6,3.7
2041,BMW,BMW 3 Series,Coimbatore,2010,77849,Petrol,Automatic,Second,10.9,2497,215.0,5,11.27
2042,Maruti,Maruti Alto 800,Jaipur,2013,86000,Petrol,Manual,First,22.74,796,47.3,5,2.41
2043,Audi,Audi Q3 35,Pune,2015,110000,Diesel,Automatic,First,15.73,1968,174.33,5,19.0
2044,Toyota,Toyota Etios GD,Hyderabad,2015,116000,Diesel,Manual,Second,23.59,1364,67.05,5,5.8
2045,Mahindra,Mahindra XUV500 W8,Coimbatore,2016,41840,Diesel,Manual,First,15.1,2179,140.0,7,13.52
2046,Toyota,Toyota Fortuner 4x2,Hyderabad,2015,19317,Diesel,Manual,First,13.0,2982,168.7,7,24.5
2047,Tata,Tata Indigo CS,Pune,2014,41000,CNG,Manual,First,24.6,1193,55.23,5,3.25
2048,Mercedes-Benz,Mercedes-Benz GLE 250d,Kochi,2017,25601,Diesel,Automatic,First,17.9,2143,201.15,5,56.73
2049,Hyundai,Hyundai Creta 1.6,Jaipur,2015,83950,Diesel,Manual,First,19.67,1582,126.2,5,9.95
2050,Honda,Honda City 1.5,Pune,2012,60000,Petrol,Automatic,First,16.8,1497,118.0,5,5.5
2051,Audi,Audi A4 35,Hyderabad,2015,50000,Diesel,Automatic,First,17.11,1968,174.33,5,25.0
2052,Maruti,Maruti Zen VXI,Kolkata,2009,37000,Petrol,Manual,First,17.3,993,60.0,5,1.0
2053,Maruti,Maruti Alto LXi,Hyderabad,2011,76976,Petrol,Manual,Second,19.7,796,46.3,5,2.15
2054,Maruti,Maruti Baleno Delta,Kochi,2018,21684,Petrol,Automatic,First,21.4,1197,83.1,5,7.89
2055,Mahindra,Mahindra XUV500 W10,Delhi,2015,62000,Diesel,Manual,First,16.0,2179,140.0,7,10.25
2056,Ford,Ford Freestyle Titanium,Mumbai,2007,1261,Petrol,Manual,First,19.0,1194,94.68,5,6.0
2057,Hyundai,Hyundai Elite i20,Coimbatore,2017,59450,Petrol,Manual,First,18.6,1197,81.86,5,7.53
2058,Mercedes-Benz,Mercedes-Benz New C-Class,Coimbatore,2018,24465,Diesel,Automatic,First,19.27,2143,167.62,5,39.45
2059,Honda,Honda City i,Delhi,2014,55000,Petrol,Manual,First,17.8,1497,117.3,5,5.84
2060,Ford,Ford EcoSport 1.5,Mumbai,2017,2000,Petrol,Manual,First,18.88,1499,110.4,5,8.65
2061,Maruti,Maruti Baleno Alpha,Kochi,2017,25040,Petrol,Manual,First,21.4,1197,83.1,5,7.74
2062,Hyundai,Hyundai i10 Sportz,Bangalore,2008,84000,Petrol,Manual,First,20.36,1197,78.9,5,2.5
2063,Toyota,Toyota Innova 2.5,Pune,2007,170428,Diesel,Manual,Second,12.8,2494,102.0,8,5.7
2064,Maruti,Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,First,21.4,1197,83.1,5,5.8
2065,Audi,Audi Q7 3.0,Hyderabad,2012,88000,Diesel,Automatic,First,12.07,2967,241.4,7,36.5
2066,Hyundai,Hyundai Santa Fe,Delhi,2012,86000,Diesel,Automatic,Second,13.01,2199,194.3,7,9.5
2067,Honda,Honda City 1.5,Mumbai,2013,45000,Petrol,Manual,First,17.0,1497,118.0,5,4.55
2068,Hyundai,Hyundai i20 1.4,Jaipur,2012,51000,Diesel,Manual,First,21.9,1396,90.0,5,3.9
2069,Mahindra,Mahindra Bolero SLE,Pune,2007,92000,Diesel,Manual,First,13.6,2523,63.0,7,2.7
2070,Toyota,Toyota Fortuner 2.8,Pune,2017,29000,Diesel,Automatic,First,12.9,2755,174.5,7,31.0
2071,BMW,BMW 3 Series,Bangalore,2009,70521,Petrol,Automatic,Second,10.9,2497,215.0,5,10.3
2072,BMW,BMW 3 Series,Kolkata,2010,51000,Diesel,Automatic,First,16.07,1995,181.0,5,7.75
2073,Maruti,Maruti Wagon R,Hyderabad,2012,52618,Petrol,Manual,First,18.9,998,67.1,5,3.2
2074,Maruti,Maruti Ertiga ZDI,Delhi,2013,68000,Diesel,Manual,First,25.47,1248,88.5,7,4.85
2075,Land,Land Rover Range,Kochi,2016,29022,Diesel,Automatic,Second,15.68,1999,177.0,5,34.08
2076,Maruti,Maruti Ertiga SHVS,Chennai,2017,80000,Diesel,Manual,First,24.52,1248,88.5,7,8.1
2077,Tata,Tata Indigo CS,Chennai,2016,78000,Diesel,Manual,Second,25.0,1396,69.01,5,2.35
2078,Maruti,Maruti Alto K10,Pune,2012,100000,Petrol,Manual,First,20.92,998,67.1,5,1.8
2079,Hyundai,Hyundai EON D,Coimbatore,2015,31412,Petrol,Manual,First,21.1,814,55.2,5,3.42
2080,Ford,Ford Endeavour 3.0L,Mumbai,2010,78000,Diesel,Automatic,Second,11.4,2953,153.86,7,5.34
2081,Ford,Ford Endeavour 2.2,Hyderabad,2018,14000,Diesel,Automatic,First,12.62,2198,158.0,7,31.99
2082,Volkswagen,Volkswagen Vento ,Bangalore,2011,80000,Diesel,Manual,First,20.54,1598,103.6,5,4.75
2083,Maruti,Maruti Ciaz AT,Mumbai,2014,46738,Petrol,Automatic,First,19.12,1373,91.1,5,6.1
2084,Hyundai,Hyundai EON D,Coimbatore,2013,54884,Petrol,Manual,Second,21.1,814,55.2,5,3.69
2085,Audi,Audi Q5 2.0,Delhi,2012,74500,Diesel,Automatic,Second,14.16,1968,174.3,5,15.0
2086,Mahindra,Mahindra XUV500 W10,Coimbatore,2016,67472,Diesel,Manual,First,16.0,2179,140.0,7,14.5
2087,Maruti,Maruti Swift VDI,Hyderabad,2013,84000,Diesel,Manual,First,28.4,1248,74.0,5,5.65
2088,Maruti,Maruti Ritz VDi,Kolkata,2011,77400,Diesel,Manual,First,21.1,1248,73.9,5,2.5
2089,Mercedes-Benz,Mercedes-Benz New C-Class,Mumbai,2017,14470,Diesel,Automatic,First,19.71,2143,201.15,5,38.5
2090,Renault,Renault Duster 110PS,Kolkata,2014,52108,Diesel,Manual,First,19.01,1461,108.45,5,5.49
2091,Maruti,Maruti Swift Dzire,Kolkata,2013,40000,Petrol,Manual,First,19.1,1197,85.8,5,3.55
2092,Toyota,Toyota Innova 2.5,Jaipur,2014,105044,Diesel,Manual,First,12.99,2494,100.6,7,10.75
2093,Hyundai,Hyundai Creta 1.6,Delhi,2016,24347,Petrol,Manual,First,15.8,1591,121.3,5,11.0
2094,Maruti,Maruti SX4 ZDI,Ahmedabad,2014,58000,Diesel,Manual,First,21.79,1248,88.73,5,4.5
2095,Mahindra,Mahindra XUV500 W8,Kochi,2014,49663,Diesel,Manual,First,15.1,2179,140.0,7,8.42
2096,Honda,Honda City i-VTEC,Mumbai,2017,17000,Petrol,Automatic,First,18.0,1497,117.3,5,11.6
2097,Jaguar,Jaguar XF 2.2,Kochi,2016,13418,Diesel,Automatic,First,16.36,2179,187.7,5,33.63
2098,Ford,Ford Fiesta 1.4,Pune,2008,117080,Diesel,Manual,Third,17.8,1399,68.0,5,2.25
2099,BMW,BMW 5 Series,Mumbai,2010,74000,Petrol,Automatic,First,10.8,2497,150.0,5,12.95
2100,Audi,Audi A6 2011-2015,Coimbatore,2014,66882,Diesel,Automatic,First,17.68,1968,174.33,5,25.02
2101,Honda,Honda Brio 1.2,Kochi,2014,41460,Petrol,Manual,First,18.5,1198,86.8,5,3.95
2102,Honda,Honda City 1.5,Mumbai,2011,57000,Petrol,Automatic,First,16.8,1497,118.0,5,4.4
2103,Volkswagen,Volkswagen Polo ,Bangalore,2015,34010,Petrol,Manual,Third,16.47,1198,73.9,5,4.95
2104,Mahindra,Mahindra Scorpio SLE,Pune,2010,96813,Diesel,Manual,Second,12.05,2179,120.0,8,5.5
2105,Honda,Honda City V,Mumbai,2011,84000,Petrol,Manual,First,16.8,1497,116.3,5,3.25
2106,Skoda,Skoda Rapid 1.6,Kochi,2013,50004,Petrol,Manual,First,15.0,1598,103.5,5,4.02
2107,Mahindra,Mahindra XUV500 W6,Coimbatore,2016,67995,Diesel,Manual,First,16.0,2179,140.0,7,11.73
2108,Volkswagen,Volkswagen Jetta 2007-2011,Chennai,2012,55000,Diesel,Manual,First,15.0,1896,105.0,5,9.5
2109,Maruti,Maruti Baleno Alpha,Hyderabad,2017,14900,Petrol,Automatic,First,21.4,1197,83.1,5,8.6
2110,Honda,Honda Amaze EX,Jaipur,2013,70961,Diesel,Manual,First,25.8,1498,98.6,5,4.0
2111,Volkswagen,Volkswagen Vento 1.6,Mumbai,2015,40194,Petrol,Manual,First,15.04,1598,103.2,5,5.55
2112,Maruti,Maruti Alto 800,Hyderabad,2015,96000,Petrol,Manual,First,22.74,796,47.3,5,2.5
2113,Land,Land Rover Discovery,Mumbai,2017,35000,Diesel,Automatic,First,18.0,2993,255.0,7,41.6
2114,Honda,Honda City i,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497,117.3,5,7.41
2115,Nissan,Nissan Terrano XL,Mumbai,2014,50000,Diesel,Manual,First,19.01,1461,108.5,5,6.5
